content,datetime
"Vitas
RESTRAINT OF SHIELDMEN OVER SPEAR MEN: +10%
CITY TAX : 4000 gold per hour 
GATHERING SPEED IN OCCUPIED CITY AREA : +50%
FIRST OCCUPATION REWARD : 500 GEMS",2020-10-14 12:07:52
"By occupying Dark Minerva, your alliance will acquire +10% strength of cavalry over shieldmen. Your alliance will also get 4,000 gold per hour, 50% resource gathering speed up within the province, and the power to assign positions such as governor, deputy governor, military officer, treasurer, judge, and martial.",2020-10-15 03:07:03
"(Vitas Capital)
Occupying a Kingdom's Capital grants you abundant Gold Tax Production, resource gathering speedups in the areas it directly governs, powerful combat buffs, and the power to cronw a King or Queen.
The occupation bonus are: +10% Restraint of Shieldmen over Spearmen and +50% Gathering Speed in occupied city area.
The King/Queen is able to appoint Court Officials, and issue Royal Orders affecting all occupied regions in the Kingdom of Vitas.
King/Queen Official Post Boost: More 10% Spearmen Troops; -10% Magical Damage.
Prime Minister: More 10% Training and Healing Speed; -10% Magical Damage.
Minister of Treasury: More 10% Resources and Gold production.
Minister of Defence: More 5% Damage Dealt to other Kingdoms.",2020-10-14 15:48:46
"Vitas : Vigorous Silvarus
The Restraint of Shieldmen over Speermen 10%
Gathering Speed in occupied city area + 50%
additional reward of 500 gem
Lady Hawk",2020-10-14 17:06:28
"Putri Gamer
The restraint of Spearmen over Cavalry: +10%
City Tax: 4000 gold per hour 
Gathering speed in occupied City Area : +50%
First Occupation Reward : 500 GEMS

1 King position and 5 other positions with good buffs( Prime Minister, Minister of Treasury, Defense, Justice, and Grand Marshal)",2020-10-17 13:38:26
"As Queen\King ""you Are"" 😂 bonus 10% more spearmen, & 10% greater majical power. PM 10% training\healing, min. Of treasury 10% gold, min. Of def. 5% damage to other kingdoms, min. Of justice 50% prosperity, grand Marshall 5% damage to neutral parties.  Along with 50% gathering speed and restraint shieldmen over spears 10%. If first occupancy 500 gems.But back to the beginning,  ""Queen\KING"" 😎  may the ""force"" be with you😎😂 
ID xxxxxxxxxx",2020-10-14 20:39:57
"Norheim 004 Legionnaires on Spearmen + 10%.
Collection speed in occupied territory of the city + 50%.
FIRST OCCUPATION REWARD 500 VITAS GEMS",2020-10-15 06:09:18
its a scam no one gets it from pio to server3,2020-10-14 20:06:06
"Draco ID xxxxxxxxxx
Gold tax production, Rss gathering speedups, Combat buffs. Once crowned kind or Queen you get additional buff also for the other positions to other players.",2020-10-15 03:22:54
"Vitas: Vigorous Silvanus (567,597) Occupation Bonuses:    City Tax: 4,000 gold per hour    The Restraint of Shieldmen over Spearmen: +10%    Gathering speed in occupied city area: +50%    First Occupation Reward: 500 Gems Norheim: 4
By occupying the castle there are positions that can grant additional buff bonuses.",2020-10-15 15:50:50
"vitas
the restraint of shieldman vs spearman 10%",2020-10-14 11:57:59
"His armor reminds me of my brothers in Aiur, very beautiful design",2020-07-27 21:50:55
The ramses from Infinity Kingdom looks much better!,2020-07-27 20:40:33
"People, this game doesn't launch, doesn't it",2020-07-31 18:02:30
"Their work is spectacular, being a beta, it is very well achieved and with few or no bugs they continue like this and we look forward to the official launch",2020-07-30 11:01:20
thats not zenobia... Thats esmeralda😁😁😁,2020-07-26 08:39:19
I want to play it ☹️,2020-07-26 07:13:52
Yeah... What is the power of Rameses?,2020-07-26 19:49:54
Our progress be maintained when the other version comes out?,2020-07-26 12:16:26
This is awesome,2020-07-25 12:32:49
Not available for iOS 😕,2020-07-25 21:48:34
"Please fix the translator

please fix the translator",2020-07-25 23:30:30
The game reaches this point does not progress. Help,2020-07-25 11:06:52
"Fighting solo is better but i hope the reward it much better 
Norheim 0002",2020-09-20 18:25:20
The event ends and all gifts have been sent! Players who forgot to leave your IDs can contact us to claim your gift. Thanks for your participation! Have fun!🥰🥰,2020-09-21 12:18:28
I think good a idea about boss rally but according to chest color is not good because the highest lvl of boss the chest I got is low but I think  when u refer the chest color to highest lvl of boss I think is good,2020-09-20 10:34:00
"The new update is very good and very fluid. It has some bugs, but I'm sure it will be perfect soon! Keep up the good work!!! 😉👍",2020-09-20 05:02:25
I liked the new version of rally. It has alot to offer even if you lose you still get something out of it. Another thing is you can damage the boss 3 times with just single attack that really saves a lot of time.,2020-09-19 13:48:50
"The rally is difinity has a high social value for the alliances for sure and it brought alliance players together for a short period to hit some big bosses, when the raids formed up the rallies helped lower ranks hit the next level boss, a Hugh need for the up and coming players. A different reward option for the rallies? I'm inpatient and for the better part would solo, I love it.  So Solo, and Rallies on bosses should both be available?",2020-09-20 00:04:40
"well, it's my first time doing the boss battle coz I just started 2 days ago. so far I found it cool specially low level boss keeps spawning near my base 😆 it's a shame that there's a limit for the treasure box, if there's none, I will have lots of box in my treasury lol",2020-09-19 21:54:27
"This is better, Makes the boss hunt faster than before.

Im wondering if we can solo hunt though the level10 boss? Would this be possible by using the multifold dmg attack?",2020-09-20 08:31:23
I love solo Bosses as that bro does!!!! Plenty of dragon chests! I never have time to waste now! And I mainly search for Death stinger because I have to raise my baby water dragon. It is too cute to be put on the battlefield,2020-09-19 13:45:45
One of the best games i have played and i can't stop  playing. I do hope in the future that we can add skin to all hereos.there is so much that can change this game to make it better.,2020-09-20 09:39:56
"I like the new style but I do miss rallies with my friends. 
Server Northeim3
xxxxxxxxxx",2020-09-19 16:33:19
"I liked the new style of rally, I do not depend on anyone in level 1 bosses, but I believe that an option to bring people together as in old rallys would also be nice to kill higher levels.",2020-09-19 13:22:24
I like the new version because i can kill the boss when i want 😎,2020-09-19 13:47:47
"I like the new System, seems to be better for Alliance with different Timezones. So you don't always make a specific Time to Kill Bosses, now you can do it alone! So it's really good!",2020-09-19 23:24:15
I bealive that's it's definetely better. Server: Norheim-0004,2020-09-20 02:27:15
"I would like to join the Tianzun system is full service at the same time attack the same boss no troop loss, only statistics at the same time each player's output value will have a gift the higher the ranking to the better the reward. Boss won't fight back, and refresh once a week If you can't finish playing this time, you can play next week and the blood volume of boss will increase every month I think the output match will be fun",2020-09-19 18:11:27
"fighting solo is better, you control the attack.",2020-09-19 15:19:37
"new version is better, no need to wait for alliance members to kill if you cant one hit...",2020-09-19 13:44:07
"This event is over and here is the list of the lucky lords! 
Darryl Joe David
Pedro Diosnel
Richard Madera
Artur Janosz
Carnegie Andrew
abyssalswan
incognitomeeko
Congratulations! Lords that are not picked by Daisy, please not be upset, there will be more challenging events in the future with participation gifts. Thank you again for your support for Infinity Kingdom!!! Have a nice day!🤗🤗",2020-10-05 10:26:58
"Norhiem 0002
xxxxxxxxxx
Mebh",2020-10-02 18:36:12
"Medb
ID : xxxxxxxxxx
Norheim-0004",2020-10-02 11:48:34
Medb xxxxxxxxxx,2020-10-02 12:49:46
"Mebd
xxxxxxxxxx norheim 002",2020-10-02 12:35:29
Medb xxxxxxxxxx,2020-10-02 12:47:19
"xxxxxxxxxx
Norheim 1

Medb",2020-10-03 19:07:30
"Medb dropped it.
Kingdom: Russian

And good morning",2020-10-02 18:18:17
"Medb
xxxxxxxxxx
Norheim 001",2020-10-02 13:15:14
Medb - Queen of Brutality,2020-10-02 21:24:58
"Mebd
xxxxxxxxxx
Norheim_0002",2020-10-02 14:04:50
"medb
norheim-4
xxxxxxxxxx",2020-10-02 15:55:54
"""To be my Husband, I have three conditions"" 
- MedB, Queen of Brutality

A beautiful Shadow Mage which has Bowman as her troops.",2020-10-02 23:31:14
"Medb (poisonous lady) 
Nohreim 0004",2020-10-02 18:53:10
It's MEDB,2020-10-02 11:33:03
"Medb - Queen of Brutality                                              
I am waiting impatiently for the next great contests, maybe some hidden elements in the painting?",2020-10-04 05:09:49
Medb the Queen of Connacht in the Ulster cycle of Irish mythology.,2020-10-02 16:01:10
Its MEDB the queen of connacht in the ulster cycle of irish mytchology,2020-10-02 14:22:51
"MEDB ""Queen of Brutality"" did! But im not sure, she is scaaaary *dies of magic dps*

xxxxxxxxxx",2020-10-03 19:49:16
"Medb
xxxxxxxxxx
Norheim_0001",2020-10-02 15:38:47
"Its Medb Queen of Brutality.🌷🌷🌷
Id no. xxxxxxxxxx",2020-10-03 15:48:12
Wider map. Gov vs gov. Put a barrier that we can rumble to occupy and defend. 😁😁,2020-08-03 20:08:36
more events and freebies! so that all people will be happy! =),2020-08-04 17:25:55
"Let's make trouble and attack other castle today, robinhood (Thrilling). And we will be hunted by tuesday!🤣😅🙈🎭",2020-08-03 11:28:57
A vaccine for covid for starter.,2020-08-03 10:44:37
"Vaccine for covid, active developers and more events and players.",2020-08-03 10:53:26
official server,2020-08-03 10:49:54
Server vs server😁,2020-08-03 11:18:23
Splash of ice tea and off with ya,2020-08-19 00:58:27
"maybe you could add more kingdoms, make at least 5 max 7 so more people to fight with, the more the merrier",2020-08-12 07:50:54
"I Will Zoom, Loom, and consider Doom 😂😎",2020-08-19 01:04:03
"😌😌This event has ended perfectly! Here is the list of players who have won the super gift🥳🥳: 
xxxxxxxxxx
xxxxxxxxxx
xxxxxxxxxx
xxxxxxxxxx
xxxxxxxxxx
🧸🧸We have sent the gifts to all participants and super gift winners! Please contact us if you have not received the gift promised!",2020-07-31 11:32:40
"If I wake up and find my territory attacked, I will cry so hard and than run into my mom.
ID : xxxxxxxxxx
Server: Norheim - 002",2020-07-29 10:37:49
"Nick: xxLosNejxx
Norheim:0003
If I find that my castle and that of my alliance companions are being burned or attacked, then, first of all, we need to improve the level of the troops, to the characters so that when we are better off, we can take just revenge",2020-07-28 20:11:20
"I love it but I won't be able to, not yet available for my country, I'll wait for the release 🙌🏼",2020-07-31 02:08:25
"If i wake up and find my territory attacked, i will stay still and wait till the sweet moment of revenge comes in.

xxxxxxxxxx
Norheim 02",2020-07-29 00:21:54
"If I wake up and now the game and I discover a notification that it has been attacked and my castle is on fire, it looked at who attacked me and I recover to be able to attack it if the castle has a lot of power, I look for my alliance to rally it. So to be able to send it up to the clouds and that it knows that it does attack one. My alliance strikes back. My S3 server. My name and ID is in the photo I uploaded .. ID. xxxxxxxxxx. Name ZOLDYCK",2020-07-28 21:18:12
"If i wake up and find my territory attacked, i will regain my prosperity, make my troops stronger and let my stronger alliance members take revenge for me. Haha!

My ID is xxxxxxxxxx from Norheim-0002.",2020-07-29 00:01:48
"If i wake up and find my territory attacked..i will revenge until the castle burn and fly...
xxxxxxxxxx
Norheim s1",2020-07-28 18:15:18
"If I wake up and find my territory attacked, I will use Plume of revenge to hunt down my enemy.😁",2020-07-28 18:02:33
"If I wake up and find my territory attacked... I will revenge who attacked to me I will burn and fly his/her castle.. then I will Nxt their alliance who will protect them... 

xxxxxxxxxx
Nohreim -0002",2020-07-28 20:51:23
"if i wake up and find my territory attacked and everything is burning arround me, i would drop my phone in the sink to extinguish the fires.",2020-07-28 20:43:20
"If I wake up and find my territory attacked, I will laugh at the fool who wasted AP
xxxxxxxxxx
Norheim-0001",2020-07-30 17:06:15
uninstall the game.,2020-07-29 17:29:00
"If I wake up to find my territory attacked I would get my friends together and burn who ever attacks me or my alliance friends. 
  xxxxxxxxxx
Nerheim 2",2020-07-29 04:16:52
"If i wake up and find my territory attacked, I will...
rebuild my prosperity and troops, rebuild and keep calm because i know that is a part of a game.
And if i meet closer to the one who attack me... Its game time! Haha😉😉😉",2020-07-28 18:01:08
"xxxxxxxxxx
norheim 002
if i wake up and find my territory attacked, 1st ill scout the attacker if it has good loots ill retaliate, if has no good loots ill look for for the member of the alliance of the attacker and making sure they regret it 😝😝😝",2020-07-30 11:50:00
"If i wake up and find my territory attacked, i will rebuild my prosperity and make a revenge until the castle fly above the clouds 😂",2020-07-28 18:08:18
"If I wake up and find my territory attacked, I will make him pay to much",2020-07-29 00:19:15
"If i wake up and find my territory attacked, i will get revenge and i will burn him to ashes and i will make sure that he/she fly away..

xxxxxxxxxx
Norheim 0002",2020-07-29 13:00:30
"If i wake up and find my territory attacked, i will learn from the build of the attacker, farm harder, and maybe some day beat him.",2020-07-28 21:59:25
"If I wake up and find my territory on fire.. I will let his other alliance member on fire to harvest my resources back.😈😅😅😅☝️

xxxxxxxxxx
Norheim-002",2020-07-29 17:02:05
"If I wake up and find my territory attacked, I will use Plume of revenge to hunt down my enemy.",2020-07-28 21:26:12
If I wake up and find my territory attacked.. Its gonna be a war for there alliance.. ID no. xxxxxxxxxx server:Norheim 0001,2020-07-28 19:40:21
"The event is over and we have sent gifts to every participant. Enjoy and have fun! Thank you for supporting us! Here is the list of Lords who have won the super gift:
xxxxxxxxxx
xxxxxxxxxx
xxxxxxxxxx
xxxxxxxxxx
xxxxxxxxxx
Congratulations!",2020-08-10 10:46:43
"Charles is undoubtedly solid, like his shadow he carries big and hulkish. His partner for now, Robin Hood another European hero, what better. Looking forward to him being fully developed.😎",2020-08-04 20:23:43
"Charles the great also known as Emperor Charlemagne is a very good shield support immortal, I love him because of his ability to withstand deadly attacks and also support a very squishy teammates.I will highly recommended to put Angery Aura and Instigation for long game battle. Pair him with Emperor Qin to nulify heal effect on the battle field and you will definitely win a fight or rather defend the attack successfully. I love IK!!!
Thank you!",2020-08-04 17:37:08
Charles the great is a must have hero in this Game. He is the toughest defender you'll ever need. He would be good to any heroes because he provide shield to all. If i would add skills for charles the great it would be shelter and life link.,2020-08-04 17:04:53
"Charles is a must have Immortal, I love him because of his toughness like rock and I will suggest to put Instigation and must have skill Angery Aura! on him so as long he is alive there is a chance to control enemy immortal and boost energy regen!! 

Pair him with Alexander and you will have a formidable frontliner!! 

Thank you!",2020-08-04 16:08:35
i lose my account,2020-08-05 22:15:27
"i love charles the great unfortunately i dont have it since day one😭
but of i have it, i prefer passive skill in tok which will be a support tank
heres my id xxxxxxxxxx
norheim 002
shout out in server2 world peace friendly war 😂",2020-08-04 16:07:50
The admiration of woman to woman. 😍 Who wouldn't? Especially if she is as gorgeous and as strong  as Hippolyta.,2020-08-18 16:37:18
"When will we have the game on Google play, IOS.?
Or won't have?",2020-08-18 13:49:11
just make turn this game into a comic book because it looks like its not getting any better.,2020-08-19 11:06:45
Hippopotamus of course... Ups i mean hippolyta. Both are manslaughterers though,2020-08-18 21:55:38
"Vengeance on men is hers, Hippolyta",2020-08-18 21:53:41
Already have this at full strength,2020-08-18 11:02:31
why can't play from ios?,2020-08-18 12:53:45
"Ivee dont have this great and strong immortal. My dreams is having this immortals with me and no an ennemy lolll 
My id xxxxxxxxxx
Norheim 002",2020-08-05 11:42:02
"Charles is awsome if you get to complete his team of earth immortals. you can use shelter on him as it would keep him defending the whole team. he would be best teamed with leonidas, cleopatra and zenobia, plus the earth dragon at 3rd skill. it would truly be a dream team. just be careful, he might hit your other immortals with his huge rock arms when doing skill hahahaha.",2020-08-04 17:34:11
"Big is a must have hero in this game. He is the toughest defender you will ever need. He would be good to any hero because he provides shield to everyone. If he added skills to Charles, how cool would he have vital links shelter. Name Z0LDYCK server 3 ID xxxxxxxxxx",2020-08-04 21:23:36
"Id xxxxxxxxxx server3
Charle the Tank I will pair you with Merlin, Saladin, Helen",2020-08-04 20:16:50
Charles is a great immortal. He is the toughest defender base on his statistics and skills. Unfortunately having him in my line up was still a dream for me. But i would love to put talents like angery aura and life link on him pairing with saladin wu and bathory . That would be a terror on my enemies and ive been playing for 3 servers available and i havent acquired him still. Wish i would get him this time. thank you.,2020-08-04 17:31:33
His name fits his capabilities. Good for pvp and pve. A must have immo. Will be much better with Shelter Skill. 😁,2020-08-04 15:50:23
iOS anytime soon?? Dying to try the game,2020-08-04 16:13:09
"Carlos the Great is a very powerful immortal although it is not easy to get, he is one of the best tanks in Infinity Kingdom and I would combine it with Attila or William to balance the attack and defense of my team and equate Paralisis to considerably reduce the speed of attack of my enemy.",2020-08-06 17:16:39
"I love him so much but HAVING +7 is Extremely hard, you must have plenty of gems because when you see him on the market you will use your gem and you will see him in the grand Promotion bundles. But well I just bought him to replaced may lancelot with him. Having him is very helpful to let me pass many Uncertainties which blocked me from achieving missions! Charles the Great is really powerful and sturdy! He performs very well no matter who his partner is! But he will be even more powerful with zenobia, cleopatra and alexander with the earth dragon. And I would like to equip him with Life Link and Beserk to make him even stronger. 

My ID is xxxxxxxxxx from Norheim-0002. 

Love lots.",2020-08-04 15:37:17
"Charles the great also known as Emperor Charlemagne is a very good shield support immortal, I love him because of his ability to withstand deadly attacks and also support a very squishy teammates.I will highly recommended to put Angery Aura and Instigation for long game battle. Pair him with Emperor Qin to nulify heal effect on the battle field and you will definitely win a fight or rather defend the attack successfully. I love IK!!!
Thank you!",2020-08-07 19:53:04
Abandoned social media?,2020-08-09 07:38:02
His name fits his capabilities. Good for pvp and pve,2020-08-04 17:46:56
Hi. I don't have this immortal yet but for me Charle is the best shieldman defense in the game. 😊,2020-08-05 12:19:46
"I don't have it yet, it would be great to have it in my ranks. for the rest, it would be a good companion for my alexander or Hipólita since they would be good protective tanks. Very good game. Regards",2020-08-04 16:16:17
"Charles is a must have immo with his unique shield skill. Equipping him with an angry halo allows for three immos to deal damage. His shards are rarer than hen's teeth though, so grab them whenever you see them on sale!",2020-08-04 17:12:31
"I Love Charles because he's  the best tank in the game, i will pair him with Siegfried, and put Physical and Magic Shield.

ID :  xxxxxxxxxx
Server : Norheim-0003",2020-08-04 18:35:29
"I want charles the great but i don't have it since day one. I love here passive skill shield which will be more tanky type heres my
id xxxxxxxxxx
Server: Norheim 0002",2020-08-04 16:47:04
"Charlemagne or Charles the great has been called the ""Father of Europe"" (Pater Europae), as he united most of Western Europe for the first time since the classical era of the Roman Empire and united parts of Europe that had never been under Frankish or Roman rule. His rule spurred the Carolingian Renaissance, a period of energetic cultural and intellectual activity within the Western Church. The Eastern Orthodox Church viewed Charlemagne less favourably due to his support of the filioque and the Pope's having preferred him as Emperor over the Byzantine Empire's first female Empress Irene of Athens. These and other disputes led to the eventual later split of Rome and Constantinople in the Great Schism of 1054.

almost all people use this immortal and its very OP, i strongly suggest to nerf this immortal so that we can have fair game. pairing him with a healer immortal makes him ""IMMORTAL"" in game. its best to pair him with healer and burst damage immortal like Merlin, Seigfried, Saladin, Empress Wu, etc.

Tower of knowledge
add skills on add physical and magical defense for early to mid game, late game you can also use aura skills that reduce abilities to enemy immortals.

PLS. NERF THIS CHARLES THE GREAT
and BUFF all normal immortals green, blue, purple immortals.",2020-08-04 17:17:04
wow wowowowoowowowoowowowowoowow,2020-08-11 17:05:10
I'm already a member,2020-08-10 16:29:36
"No, he is not the only silincer. There is another one.",2020-08-13 12:06:33
Hope that the old account from previous server can be migrate in new server... Make it all in one server!,2020-09-03 14:48:05
Don't lose old server maybe can transfer to new server,2020-09-03 19:56:00
Wow I'm waiting for this,2020-09-03 14:59:37
elemental kingdom 😂😂,2020-09-03 11:18:22
Merge all 3 server to make The game more lively,2020-09-06 12:47:54
Is this boss rally right?,2020-09-06 12:49:20
😋😋Our YouTube channel: https://www.youtube.com/channel/UCXwcz92eYflQbtRlBxkZSAQ,2020-08-12 19:21:15
Very informative! More videos like this please,2020-08-12 19:18:36
Please do more videos like this with the other immortals... very educative 👏,2020-08-15 15:32:33
I quit the game last month its so boring its becoming a framville game. The updates and improvement of this takes a year... you guys are so slow developing this game.,2020-09-05 08:36:02
More immortals on holy type and shadow type,2020-09-06 12:48:58
Why can’t play from iOS?,2020-09-04 11:25:04
"Try downloading a app called Bluestakes,  it gives you most of the apps from android",2020-09-04 13:49:36
The event is over and we have sent gifts to every participant. Enjoy and have fun! Thank you for supporting us!,2020-09-07 11:00:30
"The last update was great, expect nothing less 😎",2020-09-03 10:59:51
I expect more language translation ❤️❤️❤️😆😆,2020-09-02 18:45:27
"xxxxxxxxxx Norhiem 002
Exciting news, 
Need to create new events instead of the same old events over n over again.",2020-09-02 18:50:59
"xxxxxxxxxx
Northeim 3 Hopefully the Google translate is working. Half the time it doesn't work",2020-09-02 12:59:42
Any updates when iOS will be released??,2020-09-02 12:09:20
I expect a new server. A global server.,2020-09-02 11:29:41
"D : xxxxxxxxxx
Server: Norheim - 002
release global server, and many gnome in the path,",2020-09-03 12:00:47
Still waiting for new server,2020-09-02 11:55:12
"Please add shadow immortal. And do not create new servers, the number of players decreases because they are moving to another server. I hope the global server will be released. And I hope the map will be bigger. Thank you!😁
:xxxxxxxxxx
Server2",2020-09-03 23:08:50
"xxxxxxxxxx
Norhiem 002
It's great but I just need what I want the most translation lol",2020-09-06 02:16:47
"xxxxxxxxxx norheim 002
release for ios devices😍
And server merger😅",2020-09-03 07:46:31
"xxxxxxxxxx
Norheim 001

Pls dont make new server, we need more new and active players. Need more action to player attacks. 

1. I will expect we have option to search for boss hunt
2. Activation of new immortals and new dragons.
3. More addition to immortals
4. Marketplace needs to be improve, immortals available are more or less similar day and night everyday. Lol",2020-09-03 11:11:01
"xxxxxxxxxx
Norhiem 002
Release Global Server and dont make many server coz it make old server die instantly",2020-09-03 10:27:29
"Largest territory and more buff each castle 
And easy to upgrade of skill, immortal and building",2020-09-03 19:50:05
"Hi, Looking forward for New Events and Immortals. :p",2020-09-02 12:44:58
"Hello, I hope they add more freedom of movement on the map to be able to send the troops to any point we want",2020-09-02 13:46:36
"Expecting for new way on gaining honor points, like you can gain honor even no troops defending the village.. Thanks",2020-09-03 21:06:12
"Hello, I hope they add more freedom of movement on the map to be able to send the troops to any point we want",2020-09-02 21:28:06
We welcome the company,2020-09-02 20:19:32
"Hello, I like the update. Do you have migration plans between kingdoms? Greetings and great work.",2020-09-02 23:39:10
"Greataaaa, more enemies worldwide 😎💯",2020-09-01 11:19:36
Why doesn't load,2020-09-01 17:03:11
Now yes,2020-09-01 18:43:40
server4 is coming 😁😁,2020-09-01 12:45:18
Siiiii al fin 🤩,2020-09-01 11:10:40
Now I can play,2020-09-02 00:26:47
All gifts have been sent! Thank you for participating in this event! Have fun!🥰,2020-08-31 11:14:36
"D day, coming soon 😅",2020-09-03 11:02:56
"I love the graphics already, any improvement welcome",2020-09-01 12:19:40
It would be better if the recall team did not use gems,2020-08-27 02:04:54
It would be much better if u upgrade more level,2020-08-26 16:29:25
"xxxxxxxxxx
Norheim-001
Balance of both could be more useful.
But to choose between riches or power it would BE POWER",2020-08-26 16:29:37
"Server: Northeim2 
ID.xxxxxxxxxx
It would be much better if its acceptable to change the names of the dragon's?",2020-08-26 16:02:33
It would be much better if it’s much power,2020-08-26 10:46:05
It would be much better if it’s balanced. A little of each so that it would be much realistic? :p,2020-08-26 10:44:19
"xxxxxxxxxx Norhiem 002
Pure Herosim 
Don't like a Hero that's all emotional and fails to be at its best",2020-08-30 17:25:00
"I want to see power rating and rank the immortal A to S level! Also change the skins if this is possible or maybe change the look per item level or maybe customize stats pls. Hehe😉

Also pls add detailed stats on how this work critical, dodge, and resilience pls..",2020-08-28 20:55:52
"You really have to ask every time, to at least know the month of release",2020-09-07 22:04:08
will global server be launching?,2020-09-07 12:07:50
When does the game launch?,2020-09-07 23:34:39
"youre missing 3 more immortals., zenobia, rameses and baldwin too 😂😂😂",2020-09-08 16:03:46
"Flavius, isabella, abaoji, el cid 😂
And you can't get them like baldwin, rameses.😂",2020-09-08 19:29:25
I'm still waiting for the official server. 😊,2020-08-11 18:15:56
William wallace 😂😂,2020-08-12 09:08:15
When launching to Play store,2020-08-11 20:02:45
"I will gladly help you to see the problems of the game and the new update, if I try a new server it will be to help you improve the game and also enjoy the prizes !!",2020-09-09 00:12:53
How do I recover the account of the previous version and the money that ???,2020-09-09 01:26:58
Pioneer server 1 has this problem everytime you open the research. Idk maybe it's just my gaming phone,2020-09-08 21:31:31
"I've downloaded the pioneer server last night and I'd like you to know that it's not a good impression to see existing alliances there when you are about to start your journey as a new player. I was told that Pioneer server is just a ""test server"" and that you are luring us in there with the rewards you are offering for the new version.

For what? For the statistics you need just like what you've been telling us and for the players to spot the bugs of the game and send them to you. You guys are just using us to fix the game issues before its official release.

Do you know why you have to encourage players to play in the Pioneer server? It's because of the fact that you've been creating several beta servers which lead players to jump from their current server to the new one. Instead of launching the game globally.",2020-09-08 15:51:40
When time we can play from ios?😑😑😑,2020-09-10 11:40:55
awesome awesome awesome,2020-09-10 14:01:51
Ujang Epep Mem,2020-09-10 14:32:15
"Really enjoying Infinity Kingdom. 
Not impressed with the removal of the second building que at vip6.
This is only the second game I have spent money on ever to deliberately get to that level of vip.",2020-09-11 05:55:26
"Flavius - earth  spearman,
ElCid -  lightning, Cavalry,
Abaoji - lightning,ranger, 
and Isabella - fire and a support
Just a guess 😆",2020-09-09 19:36:10
"Nice... 
beautiful... 
amazing... 
magnificent... 
cute... 
immaculate...
Bewitching...
Good...
Ravishing...
Astonishing...
Handsome
Goodlooking....",2020-09-10 15:43:48
This is amazing if the global server will be release as well ❤️,2020-09-09 15:07:22
Uff great,2020-09-09 14:10:30
"Useless, you should have made it physical defense reduction because all lightning immortals are almost physical damager.",2020-09-11 11:11:33
I still don’t see this game for iOS 😭,2020-09-12 12:43:41
Not a good range to earth immortals.,2020-09-12 15:23:45
"When will we have the game on google play in Brazil? And when will the language in Portuguese, and the other languages, be released?",2020-09-13 05:56:09
And the global launch when?,2020-09-12 11:57:02
"Im very impressed w the update actually, well done guys",2020-06-03 22:23:40
Enjoy the game guy a new journey to us to new seever,2020-06-05 10:43:55
Good job I invited my friends to play this game,2020-06-03 22:14:31
Good job,2020-06-03 22:52:01
"why every i dowload in google play my dowload its stop, please fix it",2020-06-06 08:03:33
bug? I can't click x because the map cover that,2020-06-07 20:01:21
Didn't arrive in Brazil?,2020-06-06 10:05:54
"Bad new server opened and is it already closed? I warned in my posts, that there were many players wanting to play on another server. Too bad this delay will harm the evolution process of us",2020-06-05 12:55:10
I Reccomend to Clear your Data so you Can Go back on serve 1.Work For me.,2020-06-05 14:23:10
When we can play in latam 🥺,2020-06-13 04:14:03
Hello.  Ask why this game is not available in my country,2020-06-07 23:11:30
Release server 3 now and stop closing it again!!!,2020-06-05 14:47:23
Merge s1 and s2! 🤣🤣🤣,2020-06-05 13:28:44
"why still same, i cant dowload from playstore, every i dowload, every it eror, please fix it",2020-06-08 06:03:11
Server closed?,2020-06-05 12:03:16
Lol...  Any one inside server 2. Will have huge gap early game if there are players inside,2020-06-05 13:49:41
"excuse me, can i please have a link of your discord server",2020-06-05 11:24:08
How can we go back to server one? so we can still play while the server two is closed,2020-06-05 12:19:24
Any newS?,2020-06-05 16:43:58
IOS open beta? any update?,2020-06-05 16:45:36
Ooops! Closed already,2020-06-05 13:17:28
King Maring Blond ???????,2020-06-09 15:14:58
Server close cant log in to server 1,2020-06-05 12:05:07
Good for fighting,2020-06-13 19:11:18
hatched and ready to f*** some gnomes village. turn gnomes children to dust!!!!,2020-06-13 05:04:29
"The (GreatWar) GW.NewOne08 has a bad habit, think he'll be joining our team his way of recruiting members within our Alliance Guild. He can speak to the World or to the Kingdom not within our Guild Alliance. it's a Rude and jerk also. No Manners from our Leader also.",2020-06-13 19:55:29
We are awaiting news about release,2020-06-15 19:52:52
Will there be a server 3? I missed the start and want to start fresh,2020-06-19 05:08:32
"Ue, server 2 is closed but there are people already playing and taking advantage?",2020-06-05 19:15:29
Hope you can make each individual troop have unique army such ruslan is  more calvary so their calvary T4 and T5 not same as ydvia and vitas ..each have specialize troop,2020-06-08 20:27:20
Gift code please 😊,2020-06-08 20:22:23
"why can't I download on the play store, every time I want to finish downloading it will fail, even though my cellphone memory still has a lot of memory, the network is good, please fix it",2020-06-06 08:05:31
"Can i ask about skill damage? Did Skill damage based on magic attack status then convert it to description skill(Physical damage)? If Its not like that, then what is the point' having magic attack status in this equipment when all of your skill description written as physical damage? Give it to healer? Not worth, why? It does not have INT status, only giving STR. Giving to frontlane? The problem, Its giving magical attack status while frontlane skill description said physical damage. Im still confused, please enlighten me.",2020-06-30 19:26:31
"Who cares less than a haundreds are playing this. S1 player is also a S2 player. Improve you event, players are getting stronger when they reach lvl 20 boredom hits. When there no new to offer players will stop playing duh... you dont know that.",2020-06-30 15:39:02
Give me more legendary please😍,2020-06-30 12:02:19
